City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Tefe,BR,2021-08-03 02:53:52,-3.3542,-64.7114,78.04,61,99,0.81
295,Booue,GA,2021-08-03 02:53:53,-0.0921,11.9385,71.53,94,66,2.66
296,Vardo,NO,2021-08-03 02:53:38,70.3705,31.1107,46.6,79,100,5.68
297,Gotsu,JP,2021-08-03 02:53:53,35.0,132.2167,86.14,62,79,7.0
298,Havre-Saint-Pierre,CA,2021-08-03 02:53:54,50.2334,-63.5986,57.2,94,90,0.0
299,Paderborn,DE,2021-08-03 02:53:54,51.7191,8.7544,56.64,93,0,1.14
300,Mount Isa,AU,2021-08-03 02:53:54,-20.7333,139.5,67.77,21,75,18.41
301,Osorno,CL,2021-08-03 02:51:37,-40.5667,-73.15,44.91,100,90,0.0
302,Acarau,BR,2021-08-03 02:53:55,-2.8856,-40.12,75.22,80,21,2.95
303,Ewa Beach,US,2021-08-03 02:53:55,21.3156,-158.0072,83.57,57,1,17.27
304,Flinders,AU,2021-08-03 02:49:30,-34.5833,150.8552,67.21,51,2,10.0
305,Barra Patuca,HN,2021-08-03 02:53:56,15.8,-84.2833,79.47,87,77,10.65
306,Sarangani,PH,2021-08-03 02:53:56,5.4033,125.4636,84.2,73,97,12.62
307,Kirakira,SB,2021-08-03 02:53:56,-10.4544,161.9205,80.46,70,100,10.33
308,Elizabeth City,US,2021-08-03 02:52:22,36.2946,-76.2511,77.02,88,1,8.05
309,Weymouth,US,2021-08-03 02:53:57,42.2209,-70.9398,68.99,80,0,3.67
310,Troitskoye,RU,2021-08-03 02:53:57,52.9821,84.6757,71.4,71,49,5.17
311,Kohtla-Jarve,EE,2021-08-03 02:53:57,59.3986,27.2731,55.87,92,81,13.49
312,Esperance,AU,2021-08-03 02:52:18,-33.8667,121.9,55.24,71,75,14.67
313,Kysyl-Syr,RU,2021-08-03 02:53:58,63.8986,122.7617,82.27,31,0,10.87
314,Heswall,GB,2021-08-03 02:53:58,53.3273,-3.0965,52.12,84,4,2.3
315,Yumen,CN,2021-08-03 02:53:58,40.2833,97.2,75.76,15,29,2.68
316,Pangody,RU,2021-08-03 02:53:55,65.85,74.4859,67.24,59,69,8.39
317,Ati,TD,2021-08-03 02:53:59,13.2154,18.3353,80.44,70,97,7.02
318,Kouango,CF,2021-08-03 02:53:59,4.9934,19.9619,69.39,93,99,1.57
319,Kununurra,AU,2021-08-03 02:54:00,-15.7667,128.7333,84.18,21,28,12.66
320,Dulce Grande,MX,2021-08-03 02:54:00,23.0,-102.1667,74.44,52,95,19.3
321,San Cristobal,VE,2021-08-03 02:51:55,7.7669,-72.225,75.38,96,99,4.18
322,Suntar,RU,2021-08-03 02:54:01,62.1444,117.6319,75.13,55,35,8.39
323,Maloy,NO,2021-08-03 02:54:01,61.9353,5.1136,51.73,81,30,11.63
324,Lamu,KE,2021-08-03 02:54:01,-2.2717,40.902,75.42,81,33,11.79
325,Chiredzi,ZW,2021-08-03 02:54:01,-21.05,31.6667,55.45,83,0,6.58
326,Asyut,EG,2021-08-03 02:54:02,27.181,31.1837,80.78,19,1,2.57
327,Anadyr,RU,2021-08-03 02:54:02,64.75,177.4833,48.7,93,90,13.0
328,Nortelandia,BR,2021-08-03 02:54:03,-14.4547,-56.8028,67.33,44,81,2.51
329,Qui Nhon,VN,2021-08-03 02:54:03,13.7667,109.2333,85.89,63,100,15.61
330,Phibun Mangsahan,TH,2021-08-03 02:54:03,15.2447,105.2291,85.98,77,100,12.06
331,Hede,CN,2021-08-03 02:54:04,33.7681,120.2517,84.79,75,8,10.67
332,Itoman,JP,2021-08-03 02:54:04,26.1247,127.6694,89.62,70,75,21.85
333,Wagar,SD,2021-08-03 02:54:04,16.1525,36.2032,76.06,83,100,13.85
334,Grindavik,IS,2021-08-03 02:52:59,63.8424,-22.4338,52.27,93,75,5.75
335,Husavik,IS,2021-08-03 02:52:08,66.0449,-17.3389,49.91,88,97,2.01
336,Akyab,MM,2021-08-03 02:54:05,20.15,92.9,80.55,86,99,10.45
337,Mwene-Ditu,CD,2021-08-03 02:54:05,-7.0,23.45,64.31,37,2,4.63
338,Farah,AF,2021-08-03 02:54:06,32.5,62.5,81.46,15,0,4.94
339,Grand Gaube,MU,2021-08-03 02:51:16,-20.0064,57.6608,59.4,63,0,5.64
340,Upata,VE,2021-08-03 02:54:06,8.0086,-62.3989,69.89,97,92,2.21
341,Umm Kaddadah,SD,2021-08-03 02:54:06,13.6017,26.6876,78.89,65,82,13.15
342,Russell,US,2021-08-03 02:54:07,32.3502,-85.1999,72.91,93,75,4.61
343,Camacha,PT,2021-08-03 02:54:07,33.0833,-16.3333,69.53,78,40,11.5
344,Tuatapere,NZ,2021-08-03 02:50:09,-46.1333,167.6833,50.83,69,44,5.32
345,Lunenburg,CA,2021-08-03 02:54:07,44.3835,-64.3155,57.25,97,19,8.05
346,Huarmey,PE,2021-08-03 02:54:08,-10.0681,-78.1522,64.38,85,33,10.65
347,Waipawa,NZ,2021-08-03 02:54:08,-41.4122,175.5153,47.03,93,100,22.3
348,Itarema,BR,2021-08-03 02:54:08,-2.9248,-39.9167,74.75,81,36,3.94
349,Alekseyevka,RU,2021-08-03 02:54:09,50.6309,38.6903,69.75,80,100,2.48
350,Orel-Izumrud,RU,2021-08-03 02:54:09,43.4583,39.9244,73.42,78,75,11.01
351,Przhevalskoye,RU,2021-08-03 02:54:09,55.5093,31.8482,54.77,96,59,8.08
352,Vao,NC,2021-08-03 02:54:10,-22.6667,167.4833,67.01,68,0,6.96
353,Qandala,SO,2021-08-03 02:54:10,11.472,49.8728,86.32,51,73,11.23
354,Teguise,ES,2021-08-03 02:54:10,29.0605,-13.564,68.22,83,90,9.22
355,Caluquembe,AO,2021-08-03 02:54:11,-13.7833,14.6833,53.76,41,1,0.65
356,Saint-Leu,RE,2021-08-03 02:54:11,-21.15,55.2833,65.26,65,0,1.63
357,Luanda,AO,2021-08-03 02:54:11,-8.8368,13.2343,69.26,89,2,4.68
358,Ilulissat,GL,2021-08-03 02:51:34,69.2167,-51.1,40.6,95,100,5.32
359,Ostrovnoy,RU,2021-08-03 02:52:27,68.0531,39.5131,50.83,96,93,5.41
360,Moron,AR,2021-08-03 02:51:12,-34.6534,-58.6198,53.35,97,0,4.74
361,Ust-Maya,RU,2021-08-03 02:52:08,60.4167,134.5333,61.41,65,100,9.35
362,Togur,RU,2021-08-03 02:54:12,58.3631,82.8265,59.29,79,100,2.86
363,Sandwick,GB,2021-08-03 02:54:12,60.0,-1.25,49.82,81,90,6.91
364,Oktyabrskiy,RU,2021-08-03 02:54:13,54.4815,53.471,75.58,43,29,4.81
365,Tateyama,JP,2021-08-03 02:54:13,34.9833,139.8667,91.42,76,32,10.87
366,Roald,NO,2021-08-03 02:54:13,62.5833,6.1333,52.0,81,20,6.91
367,Trelew,AR,2021-08-03 02:54:14,-43.249,-65.3051,54.01,45,54,8.57
368,Antofagasta,CL,2021-08-03 02:54:14,-23.65,-70.4,56.48,72,5,1.52
369,Henties Bay,NA,2021-08-03 02:54:15,-22.116,14.2845,56.86,82,0,8.41
370,Ciudad Bolivar,VE,2021-08-03 02:54:15,8.1222,-63.5497,72.46,93,22,4.34
371,Harper,LR,2021-08-03 02:51:19,4.375,-7.7169,75.27,78,32,5.1
372,Prince Rupert,CA,2021-08-03 02:54:15,54.3161,-130.3201,64.49,71,20,3.44
373,Camopi,GF,2021-08-03 02:54:16,3.1655,-52.3158,70.02,99,44,1.68
374,Kingston,JM,2021-08-03 02:54:16,17.997,-76.7936,83.35,78,40,1.01
375,Segovia,ES,2021-08-03 02:54:16,41.1667,-4.0,61.83,49,41,4.41
376,Naze,JP,2021-08-03 02:52:02,28.3667,129.4833,85.12,79,72,17.09
377,Tahoua,NE,2021-08-03 02:54:17,14.8888,5.2692,83.44,57,98,6.33
378,Marawi,PH,2021-08-03 02:54:17,7.9986,124.2928,77.5,71,99,7.7
379,Muheza,TZ,2021-08-03 02:54:18,-5.1667,38.7833,66.69,88,74,4.25
380,Salacgriva,LV,2021-08-03 02:54:18,57.7536,24.3581,55.9,78,9,14.56
381,Santa Rosalia,MX,2021-08-03 02:54:18,27.3167,-112.2833,88.77,50,95,2.89
382,Sorong,ID,2021-08-03 02:54:19,-0.8833,131.25,86.65,63,57,5.93
383,Tecoanapa,MX,2021-08-03 02:54:19,16.5167,-98.75,81.57,87,42,5.55
384,Lismore,AU,2021-08-03 02:54:19,-28.8135,153.2773,73.35,68,95,9.22
385,Methuen,US,2021-08-03 02:49:43,42.7262,-71.1909,68.22,85,75,0.0
386,Kalmunai,LK,2021-08-03 02:54:20,7.4167,81.8167,84.29,59,100,2.93
387,Luwero,UG,2021-08-03 02:54:20,0.8492,32.4731,59.29,91,68,0.98
388,Hit,IQ,2021-08-03 02:54:21,33.6416,42.8251,92.44,25,4,9.89
389,Gazojak,TM,2021-08-03 02:54:21,41.1875,61.4036,88.81,16,0,13.51
390,Baiyin,CN,2021-08-03 02:54:21,36.5583,104.2081,61.68,78,100,10.02
391,Macamic,CA,2021-08-03 02:54:21,48.7502,-78.9996,66.43,91,100,8.95
392,Azare,NG,2021-08-03 02:54:22,11.6765,10.1948,73.0,86,96,7.36
393,Inhambane,MZ,2021-08-03 02:54:22,-23.865,35.3833,66.2,75,8,10.4
394,Bowen,AU,2021-08-03 02:54:22,-20.0167,148.2333,77.22,59,10,9.15
395,Kita,ML,2021-08-03 02:54:23,13.0349,-9.4895,72.39,95,38,2.91
396,Ulcinj,ME,2021-08-03 02:54:23,41.9294,19.2244,73.62,51,0,4.92
397,Baykit,RU,2021-08-03 02:53:39,61.67,96.37,68.56,66,98,9.24
398,Porto Walter,BR,2021-08-03 02:54:24,-8.2686,-72.7439,68.36,53,0,2.24
399,Kieta,PG,2021-08-03 02:54:24,-6.2167,155.6333,83.26,75,89,5.44
400,Kyra,RU,2021-08-03 02:54:24,49.5776,111.9753,72.68,55,75,4.32
401,Jalu,LY,2021-08-03 02:54:25,29.0331,21.5482,83.93,27,0,7.16
402,Whitianga,NZ,2021-08-03 02:54:25,-36.8333,175.7,56.01,67,28,11.52
403,Caboolture,AU,2021-08-03 02:54:25,-27.0833,152.95,81.36,59,82,8.32
404,Shahpur Chakar,PK,2021-08-03 02:54:25,26.155,68.6509,84.22,61,83,15.79
405,Whitehorse,CA,2021-08-03 02:52:21,60.7161,-135.0538,59.77,94,90,12.66
406,San Policarpo,PH,2021-08-03 02:54:26,12.1791,125.5072,90.99,56,100,10.11
407,Comodoro Rivadavia,AR,2021-08-03 02:54:26,-45.8667,-67.5,51.66,24,0,17.27
408,Port-Gentil,GA,2021-08-03 02:54:27,-0.7193,8.7815,75.65,86,91,8.08
409,Baijiantan,CN,2021-08-03 02:54:27,45.6333,85.1833,89.24,11,52,2.95
410,Peniche,PT,2021-08-03 02:54:27,39.3558,-9.3811,64.72,91,58,15.84
411,Dmitriyevka,RU,2021-08-03 02:54:28,54.75,55.3333,63.95,40,100,7.7
412,Kigoma,TZ,2021-08-03 02:54:28,-4.8769,29.6267,72.43,58,10,1.07
413,San Carlos De Bariloche,AR,2021-08-03 02:54:23,-41.1456,-71.3082,44.35,81,75,10.36
414,San Borja,BO,2021-08-03 02:54:29,-14.8167,-66.85,64.45,53,1,3.69
415,Isiro,CD,2021-08-03 02:54:29,2.7739,27.616,63.03,97,56,0.83
416,Santa Rosa,PH,2021-08-03 02:54:29,14.3122,121.1114,89.1,68,100,19.55
417,Suez,EG,2021-08-03 02:50:03,29.9737,32.5263,80.31,34,0,5.82
418,Basco,PH,2021-08-03 02:54:30,20.4487,121.9702,82.29,88,100,31.81
419,Tyukhtet,RU,2021-08-03 02:54:30,56.5389,89.3011,66.96,67,97,3.69
420,Chapais,CA,2021-08-03 02:54:30,49.7834,-74.8492,62.38,92,100,10.02
421,Ornskoldsvik,SE,2021-08-03 02:48:08,63.2909,18.7153,50.95,71,9,12.66
422,Archidona,ES,2021-08-03 02:54:31,37.0965,-4.3887,67.41,91,4,4.23
423,Maneadero,MX,2021-08-03 02:54:31,31.7167,-116.5667,68.11,84,1,4.0
424,San Ramon,US,2021-08-03 02:54:31,37.7799,-121.978,79.57,61,96,8.01
425,Qasigiannguit,GL,2021-08-03 02:54:32,68.8193,-51.1922,42.62,95,100,2.66
426,Tura,IN,2021-08-03 02:54:32,25.5198,90.2201,78.82,92,100,4.61
427,Saldanha,ZA,2021-08-03 02:52:14,-33.0117,17.9442,44.65,63,0,5.66
428,Pensacola,US,2021-08-03 02:54:32,30.4213,-87.2169,76.91,92,90,6.91
429,Haapiti,PF,2021-08-03 02:54:33,-17.5667,-149.8667,80.33,70,37,13.2
430,Chaman,PK,2021-08-03 02:54:33,30.9236,66.4512,81.25,11,2,6.15
431,Alice Springs,AU,2021-08-03 02:54:33,-23.7,133.8833,58.55,31,0,14.97
432,Colesberg,ZA,2021-08-03 02:54:34,-30.72,25.0972,42.21,40,0,4.63
433,Lugovoy,KZ,2021-08-03 02:54:34,42.9472,72.7644,84.47,20,88,2.68
434,General Roca,AR,2021-08-03 02:54:34,-39.0333,-67.5833,41.4,28,22,6.91
435,Palkonda,IN,2021-08-03 02:54:35,18.6,83.75,86.34,62,91,4.32
436,Khani,GE,2021-08-03 02:54:35,41.9563,42.9566,65.77,69,2,4.7
437,Manokwari,ID,2021-08-03 02:54:35,-0.8667,134.0833,83.79,73,21,9.19
438,Quelimane,MZ,2021-08-03 02:54:36,-17.8786,36.8883,55.35,94,0,0.0
439,Ipixuna,BR,2021-08-03 02:54:36,-1.7625,-48.8043,78.75,79,88,2.64
440,Chalchihuites,MX,2021-08-03 02:54:37,23.4833,-103.8833,61.3,72,84,10.16
441,Sioux Lookout,CA,2021-08-03 02:52:23,50.1001,-91.917,71.98,72,90,2.3
442,Nadym,RU,2021-08-03 02:54:37,65.5333,72.5167,62.35,64,100,7.2
443,Chifeng,CN,2021-08-03 02:54:37,42.2683,118.9636,77.32,58,40,4.7
444,Lata,PT,2021-08-03 02:54:38,40.1629,-8.3327,59.81,94,92,0.98
445,Vredendal,ZA,2021-08-03 02:54:38,-31.6683,18.5012,60.33,26,0,7.81
446,Beringovskiy,RU,2021-08-03 02:51:51,63.05,179.3167,45.75,94,100,8.32
447,Shirokiy,RU,2021-08-03 02:54:38,49.758,129.523,76.32,83,100,6.76
448,Ucluelet,CA,2021-08-03 02:53:01,48.9329,-125.5528,80.1,80,0,1.99
449,Yerofey Pavlovich,RU,2021-08-03 02:54:39,53.9667,121.9667,71.35,64,83,6.53
450,Rio Claro,BR,2021-08-03 02:54:39,-22.4114,-47.5614,55.22,72,0,3.87
451,Auki,SB,2021-08-03 02:51:14,-8.7676,160.7034,83.93,66,92,4.23
452,Saint-Augustin,CA,2021-08-03 02:54:40,51.226,-58.6502,57.16,94,100,11.41
453,Belmonte,BR,2021-08-03 02:52:13,-15.8631,-38.8828,64.9,80,62,6.55
454,Tukrah,LY,2021-08-03 02:54:40,32.5341,20.5791,81.55,61,0,7.43
455,Nacala,MZ,2021-08-03 02:54:41,-14.5428,40.6728,61.7,87,0,7.09
456,Ramsar,IR,2021-08-03 02:54:41,36.9226,50.6426,72.84,78,75,4.61
457,Altamira,BR,2021-08-03 02:54:41,-3.2033,-52.2064,72.48,72,28,1.59
458,Trincomalee,LK,2021-08-03 02:54:42,8.5711,81.2335,83.37,69,86,22.08
459,Molln,DE,2021-08-03 02:54:42,53.6333,10.6833,58.01,96,10,6.29
460,Svobodnyy,RU,2021-08-03 02:54:42,51.4,128.1333,69.22,78,100,7.0
461,College,US,2021-08-03 02:51:41,64.8569,-147.8028,87.75,37,40,11.5
462,Jiangyou,CN,2021-08-03 02:54:43,31.7667,104.7167,88.83,59,15,4.05
463,Ahuimanu,US,2021-08-03 02:54:43,21.4447,-157.8378,83.34,62,40,13.8
464,Linares,CL,2021-08-03 02:54:43,-35.85,-71.6,45.23,81,4,3.0
465,Agua Verde,MX,2021-08-03 02:54:44,22.9,-106.05,87.13,83,99,9.75
466,Lorengau,PG,2021-08-03 02:52:06,-2.0226,147.2712,85.33,69,47,9.91
467,Palmer,US,2021-08-03 02:52:16,42.1584,-72.3287,65.17,80,1,3.44
468,Bastrop,US,2021-08-03 02:54:44,32.7562,-91.8724,76.82,95,51,5.39
469,Djambala,CG,2021-08-03 02:54:44,-2.5447,14.7533,68.16,58,92,3.09
470,Tadine,NC,2021-08-03 02:54:45,-21.55,167.8833,71.44,61,1,10.31
471,Batemans Bay,AU,2021-08-03 02:54:45,-35.7167,150.1833,64.09,44,6,13.38
472,Yigou,CN,2021-08-03 02:54:46,35.8114,114.3167,83.25,65,11,6.26
473,Tiznit,MA,2021-08-03 02:54:46,29.5833,-9.5,64.76,78,5,0.47
474,Kpandu,GH,2021-08-03 02:54:46,6.9954,0.2931,75.22,82,100,3.47
475,Houston,US,2021-08-03 02:50:49,29.7633,-95.3633,87.1,69,90,1.99
476,Skjervoy,NO,2021-08-03 02:54:47,70.0311,20.9714,48.61,76,80,4.85
477,Concepcion Del Oro,MX,2021-08-03 02:54:47,24.6333,-101.4167,61.68,73,100,5.03
478,Mehran,IR,2021-08-03 02:54:47,33.1222,46.1646,89.08,14,1,5.46
479,Corinth,GR,2021-08-03 02:54:48,37.9407,22.9573,91.69,53,0,4.32
480,Lokoja,NG,2021-08-03 02:54:48,7.8024,6.743,72.99,95,100,1.05
481,High Level,CA,2021-08-03 02:54:49,58.5169,-117.136,82.51,57,40,3.44
482,Montague,US,2021-08-03 02:54:49,42.5356,-72.5351,64.47,87,0,2.46
483,Portland,US,2021-08-03 02:52:36,45.5234,-122.6762,90.21,52,20,1.01
484,Paraopeba,BR,2021-08-03 02:54:49,-19.2757,-44.4033,60.15,54,22,3.56
485,Acapulco,MX,2021-08-03 02:51:19,16.8634,-99.8901,81.77,86,62,7.02
486,Sistranda,NO,2021-08-03 02:54:45,63.7256,8.834,49.89,69,97,1.05
487,Bethanien,NA,2021-08-03 02:54:50,-26.502,17.1583,54.95,29,0,7.05
488,Sevsk,RU,2021-08-03 02:54:50,52.1491,34.4926,58.41,97,69,6.22
489,Palasa,IN,2021-08-03 02:54:51,18.7667,84.4167,86.54,63,100,7.0
490,Miri,MY,2021-08-03 02:54:51,4.4148,114.0089,84.34,70,40,10.36
491,Adre,TD,2021-08-03 02:54:51,13.4667,22.2,72.3,81,85,3.8
492,Nador,MA,2021-08-03 02:54:52,35.174,-2.9287,68.25,83,0,0.0
493,Gwadar,PK,2021-08-03 02:54:52,25.1216,62.3254,81.84,80,66,8.81
494,Sinnamary,GF,2021-08-03 02:52:11,5.3833,-52.95,78.12,79,89,5.41
495,Severo-Kurilsk,RU,2021-08-03 02:51:27,50.6789,156.125,54.52,75,100,13.58
496,Sterling,US,2021-08-03 02:54:08,39.0062,-77.4286,70.16,80,1,5.99
497,Tevriz,RU,2021-08-03 02:54:53,57.509,72.4042,66.81,65,15,7.92
498,Prachuap Khiri Khan,TH,2021-08-03 02:54:53,12.2167,99.75,85.69,74,100,13.4
499,Santa Lucia,ES,2021-08-03 02:54:53,27.9117,-15.5407,65.52,68,20,19.57
500,Rio Grande,BR,2021-08-03 02:54:54,-32.035,-52.0986,49.95,96,1,6.55
501,Knittelfeld,AT,2021-08-03 02:54:54,47.2167,14.8167,55.47,95,72,2.33
502,Natal,BR,2021-08-03 02:54:54,-5.795,-35.2094,73.62,100,75,6.91
503,Raudeberg,NO,2021-08-03 02:54:55,61.9875,5.1352,50.86,81,37,11.65
504,Opuwo,NA,2021-08-03 02:54:55,-18.0607,13.84,56.16,47,0,3.31
505,Oranjemund,NA,2021-08-03 02:54:55,-28.55,16.4333,56.75,69,0,4.29
506,Dubrovytsya,UA,2021-08-03 02:54:56,51.5744,26.565,54.81,94,3,6.82
507,Wahiawa,US,2021-08-03 02:54:56,21.5028,-158.0236,80.35,57,1,17.27
508,Seoul,KR,2021-08-03 02:52:54,37.5683,126.9778,87.37,68,75,4.61
509,Odienne,CI,2021-08-03 02:54:57,9.51,-7.5692,68.13,92,14,2.28
510,Misratah,LY,2021-08-03 02:54:57,32.3754,15.0925,83.19,63,0,6.58
511,Passo De Camaragibe,BR,2021-08-03 02:54:57,-9.2368,-35.4901,71.15,95,64,3.89
512,Greencastle,US,2021-08-03 02:54:58,39.6445,-86.8647,68.0,83,90,3.44
513,Saint Anthony,US,2021-08-03 02:54:58,45.0205,-93.218,75.13,57,1,4.61
514,Porto Santo,PT,2021-08-03 02:54:59,33.072,-16.3415,72.3,78,40,11.5
515,Kiama,AU,2021-08-03 02:54:59,-34.6833,150.8667,66.38,51,3,10.0
516,Matagami,CA,2021-08-03 02:54:59,49.7502,-77.6328,60.91,94,75,4.61
517,Ayan,RU,2021-08-03 02:54:59,56.45,138.1667,53.11,94,100,10.76
